Date,Payup (ticks),Date,%OAS
10/23/2014,0.5625,10/30/2014,0.72412
10/24/2014,0.5625,10/31/2014,0.745285
10/27/2014,0.5625,11/3/2014,0.757224
10/28/2014,0.5625,11/4/2014,0.753184
10/29/2014,0.5625,11/5/2014,0.718702
10/30/2014,0.5625,11/6/2014,0.72957
10/31/2014,0.5625,11/7/2014,0.688305
11/3/2014,0.5625,11/10/2014,0.682968
11/4/2014,0.5625,11/12/2014,0.68985
11/5/2014,0.53125,11/13/2014,0.680576
11/6/2014,0.53125,11/14/2014,0.661067
11/7/2014,0.53125,11/17/2014,0.668747
11/10/2014,0.53125,11/18/2014,0.655574
11/12/2014,0.53125,11/19/2014,0.669867
11/13/2014,0.53125,11/20/2014,0.655147
11/14/2014,0.53125,11/21/2014,0.644046
11/17/2014,0.53125,11/24/2014,0.640778
11/18/2014,0.53125,11/25/2014,0.604548
11/19/2014,0.53125,11/26/2014,0.591049
11/20/2014,0.53125,11/28/2014,0.564974
11/21/2014,0.53125,12/1/2014,0.998717
11/24/2014,0.53125,12/2/2014,1.082342
11/25/2014,0.53125,12/3/2014,1.085891
11/26/2014,0.53125,12/4/2014,1.036412
11/28/2014,0.53125,12/5/2014,1.082492
12/1/2014,0.59375,12/8/2014,0.428258
12/2/2014,0.59375,12/9/2014,0.419596
12/3/2014,0.59375,12/10/2014,0.438794
12/4/2014,0.59375,12/11/2014,0.348206
12/5/2014,0.59375,12/12/2014,0.308885
12/8/2014,0.25,12/15/2014,0.31287
12/9/2014,0.28125,12/16/2014,0.575
12/10/2014,0.3125,12/17/2014,0.628149
12/11/2014,0.25,12/18/2014,0.667758
12/12/2014,0.25,12/19/2014,0.640978
12/15/2014,0.25,12/22/2014,0.627422
12/16/2014,0.5,12/23/2014,0.718763
12/17/2014,0.5,12/24/2014,0.718686
12/18/2014,0.5,12/26/2014,0.705847
12/19/2014,0.5,12/29/2014,0.677673
12/22/2014,0.5,12/30/2014,0.66254
12/23/2014,0.5,12/31/2014,0.649315
12/24/2014,0.5,1/2/2015,0.279647
12/26/2014,0.5,1/5/2015,0.374498
12/29/2014,0.5,1/6/2015,0.330726
12/30/2014,0.5,1/7/2015,0.330499
12/31/2014,0.5,1/8/2015,0.378932
1/2/2015,0.5,1/9/2015,0.367997
1/5/2015,0.5,1/12/2015,0.298245
1/6/2015,0.5,1/13/2015,0.289798
1/7/2015,0.5,1/14/2015,0.271034
1/8/2015,0.53125,1/15/2015,0.267913
1/9/2015,0.53125,1/16/2015,0.2908
1/12/2015,0.59375,1/20/2015,0.291785
1/13/2015,0.59375,1/21/2015,0.312042
1/14/2015,0.59375,1/22/2015,0.321059
1/15/2015,0.625,1/23/2015,0.303024
1/16/2015,0.625,1/26/2015,0.311448
1/19/2015,0.625,1/27/2015,0.311096
1/20/2015,0.625,1/28/2015,0.279941
1/21/2015,0.625,1/29/2015,0.288111
1/22/2015,0.625,1/30/2015,0.370589
1/23/2015,0.625,2/2/2015,0.379825
1/26/2015,0.625,2/3/2015,0.413287
1/27/2015,0.625,2/4/2015,0.426557
1/28/2015,0.625,2/5/2015,0.422062
1/29/2015,0.625,2/6/2015,0.415295
1/30/2015,0.875,2/9/2015,0.419702
2/2/2015,0.875,2/10/2015,0.342813
2/3/2015,0.875,2/11/2015,0.340891
2/4/2015,0.875,2/12/2015,0.404332
2/5/2015,0.875,2/13/2015,0.417744
